0.077794 0
0.048973 0.268323
0.990423 1e-06
0 0
0.745547 0.177164
0.203287 0.007569
0.02761 0.002099
0.982379 0
0.378585 0.071933
0.676545 0.297917
0.010155 0.946654
0.572792 0.149154
0.614044 0.257604
2e-06 0
0.40884 0.561015
4e-06 0
0.354612 0.056683
0 0
0 0
0.441827 0.542813
0 0
0 0
0 0
0 0
0 0
0.964988 3e-06
0.529564 0.088672
0.975875 3e-06
0.558897 0.239701
0 0
0.370792 0.558674
0.018587 0
0.897038 0
0 0
0.971697 0
0.044305 0.942116
0.427916 0.234007
0 0
0.737004 0.186496
0 0
0 0
0.584946 0.227346
0.598452 0.344732
0.472466 0.110107
0.82462 0.108598
0 0
0.267304 0.060414
0.795238 0.159578
0 0
0.057214 0
0.267711 0.713352
0.472802 0.479827
0.384994 0.044412
0.407051 0.557581
0.810277 0.176566
0.247316 0.026723
0 0
0.195148 0.793967
0.460645 0.075262
0.824989 0
0.295513 0.019259
0.511248 0.414073
0 0
0 0
0.590226 0.055341
0.905449 3e-05
0 0
0.026025 0.003154
0.938648 5e-06
0 0
0 0
0.47954 0.049767
0.026374 0.738454
1.2e-05 0
0.628056 0.140128
0.991787 0
0 0
0 0
0.647833 0.097454
0 0
0.352527 0.444586
0.629425 0.344559
0.466664 0.405536
0.154607 0.8163
0 0
2e-06 0
0 0
0 0
0 0
0.124296 0.010734
0 0
0.868027 0.110589
0.026375 0
0.579535 0.325252
0 0
0 0
2e-06 0
0.958451 0.000138
0.931039 0
0 0
